species,s,alpha,g
Paeonia_delavayi,877.38605,8296.925877,1.451888165
Paeonia_lactiflora,1860.5,20510.86465,0.867029082
Paeonia_mascula,1347.8432,12937.87109,1.155657203
Paeonia_officinalis,2000,11157.89474,0.695941094
Palaquium_cryptocariifolium,195.2288,10796.19789,0.571648646
Palaquium_dasyphyllum,288.72045,11290.71447,0.659876574
Palicourea_crocea,200,8974.311927,0.693190816
Palicourea_faxlucens,512,4922.782609,1.872251159
Paliurus_spina-christi,231.5552,2052.592813,2.995810447
Pandanus_austrosinensis,237.62,4987.040397,1.326767222
Pandanus_tectorius,844.605,7622.795508,1.543433869
Papaver_bracteatum,1114.4659,2530.114609,2.49430703
Papaver_glaucum,704.25045,8557.58154,1.288480863
Papaver_lasiothrix,1026.8292,2400.175598,2.514428131
Papaver_orientale,1178.99,5213.226638,2.086772974
Papaver_orientale_x_bracteatum,2002,4997.860003,2.219084593
Papaver_radicatum,816.08,12092.14254,0.995201972
Papaver_setiferum,2236,12431.05779,1.377847489
Papaver_setiferum_x_bracteatum,2854.4,3445.6063,4.214872905
Papaver_setiferum_x_orientale,2730,3447.796998,3.449616562
Paphiopedilum_appletonianum,4450.945,49486.48758,0.3891448
Paphiopedilum_armeniacum,3414.286,30902.80391,0.465464854
Paphiopedilum_bellatulum,2304.929,22162.89581,0.463550937
Paphiopedilum_charlesworthii,2177.8146,15921.73291,0.675747345
Paphiopedilum_concolor,2285.3812,24402.63588,0.453181869
Paphiopedilum_dianthum,3951.423,22206.04496,0.53609617
Paphiopedilum_emersonii,3041.1127,26318.84032,0.450701563
Paphiopedilum_glanduliferum,1094.1842,17773.74033,0.788374183
Paphiopedilum_gratrixianum,2783.4717,12315.42608,0.860101674
Paphiopedilum_henryanum,2848.4352,15247.83697,0.751212228
Paphiopedilum_hirsutissimum,2454.0894,23703.37856,0.523899523
Paphiopedilum_insigne,2612.5064,26106.62054,0.502452785
Paphiopedilum_malipoense,4680.4282,52757.82568,0.316023194
Paphiopedilum_micranthum,2629.3148,33641.99459,0.391862271
Paphiopedilum_philippinense,1106.85125,13385.90237,1.032297856
Paphiopedilum_purpuratum,4109.5648,54610.34125,0.290123877
Paphiopedilum_tigrinum,2858.8744,23829.14268,0.544351216
Paphiopedilum_venustum,3551,34910.53846,0.451651937
Paphiopedilum_villosum,2882.115,17601.29344,0.697330616
Paphiopedilum_wardii,3848.4732,43343.59853,0.398247813
Parasenecio_auriculatus,1383.38,16038.22279,0.960050202
Parasenecio_hastatus,874.4812625,10712.36745,1.147445642
Parasenecio_komarovianus,928.805,14204.36691,0.905615008
Parashorea_chinensis,160.205,1512.035803,3.403694099
Parinari_excelsa,125.058125,1259.954795,6.396036684
Parinari_rodolphii,272.76,1077.24,6.224938324
Paris_polyphylla,2184.605,21911.78054,0.872259811
Paris_quadrifolia,2891.80125,94669.17436,0.247867388
Paris_verticillata,2138.58,23971.08057,0.796476248
Parkia_nitida,494.55125,4050.903295,2.200085898
Parkia_pendula,255.38,7436.927692,0.934217715
Parkinsonia_aculeata,193.25,3188.446429,2.884965024
Parthenium_argentatum,138.61125,6839.755812,0.75867668
Parthenocissus_laetevirens,351.125,6612.663301,1.210031345
Parthenocissus_quinquefolia,623.25,9774.645565,1.150537766
Patrinia_rupestris,729.62,5937.046667,1.822010723
Pausandra_martini,574.605,8516.304091,1.185737869
Paypayrola_longifolia,228.98,6021.02,1.08875475
Peddiea_africana,208.08,7988.641311,0.791382249
Pedicularis_alaschanica,353.78,22373.49273,0.372160794
Pedicularis_integrifolia,474.32,3780.999149,2.301520701
Pedicularis_resupinata,776.18,9673.140794,1.198959371
Pedicularis_sibthorpii,393.96245,2917.295828,2.695539264
Pedicularis_wilhelmsiana,302.33405,2524.121575,2.766385274
Pedilanthus,213.21125,31332.53007,0.208149621
Pelargonium_domesticum,1440,15509.15254,0.797152154
Pelargonium_peltatum,1350,34364.28571,0.343202571
Pelargonium_rf,492.98,15380.03587,0.629022969
Pelargonium_zonale,1031.75,8481.710611,1.279489077
Peltogyne,574.605,1575.932634,5.012437354
Peltogyne_paniculata_subsp._pubescens,420.5,1466.292453,4.887313232
Peltogyne_porphyrocardia,503.500625,2061.858852,3.951982596
Peltophorum_pterocarpum,390.6732,1153.728344,3.905630422
Penaea_acutifolia,703.95,3820.936878,1.558274736
Penaea_cneorum,835.88,5089.440268,1.528250251
Penaea_dahlgrenii,864,7831.652174,0.923254041
Penaea_mucronata,768.6366667,3672.169729,1.84757532
Pennisetum_glaucum,157.7507563,11684.10305,1.3354604
Pentaclethra_macroloba,222.7525,3059.298782,2.107395475
Pentaglottis_sempervirens,118.58,24881.42,0.195874102
Pentaphylax_euryoides,340.088725,3386.206996,2.403581745
Peperomia_blanda,1218,23172.2439,0.476889481
Peperomia_emarginella,1058,44396.54545,0.321793168
Peperomia_glabella,623.045,35091.24071,0.3142889
Peperomia_hernandiifolia,512,14872.61538,0.661393072
Peperomia_inaequalifolia,988,11207.12195,0.866622019
Peperomia_magnoliifolia,628.7058,52002.87315,0.21423412
Peperomia_verticillata,832,23558.2439,0.335597502
Pera_bicolor,574.605,6568.252143,1.509120924
Pera_glabrata,378.125,3886.267324,2.050557008
Pereskia_aculeata,156.645,16908.20142,0.329812559
Pereskia_bleo,88.445,11988.84969,0.350169475
Pereskia_diazromeroana,285.605,58193.92716,0.129954199
Pereskia_grandifolia,190.7225,18625.49123,0.543388465
Pereskia_horrida,139.445,9900.715643,0.528898233
Pereskia_sacharosa,551.12,60798.57325,0.172076671
Pereskia_zinniiflora,194.045,20992.39568,0.295668142
Pergularia_tomentosa,84.37005,3325.1083,1.211483548
Pericallis_cruenta,1080,17101.81818,0.84804776
Periploca_sepium,165.62,1734.076049,3.046376491
Persea_borbonia,200,2027.171492,3.664069255
Persicaria_bistorta,330.8878125,5491.52849,1.40490978
Persicaria_lapathifolia,269.12,2379.886623,2.784846408
Persicaria_maculosa,305.045,3851.230977,1.889682682
Persicaria_vivipara,340.605,9093.357264,0.879716382
Persoonia_lanceolata,3176.045,33860.99204,0.68425565
Persoonia_longifolia,1698.3588,5820.438192,2.225077691
Persoonia_muelleri,2291.645,34745.39204,0.58123096
Pertusadina_metcalfii,423.8525,5092.48395,1.683645226
Petalostylis_labicheoides,46.6578,5561.867158,0.547677345
Petrea_volubilis,162.2964,3653.332416,2.053031496
Petrophile_ericifolia,641.6448,4358.3552,1.537352129
Petrophile_linearis,948.72,1868.181408,3.330056476
Petunia_hybrida,358.6666667,6301.476498,1.283992897
Peucedanum_caucasicum,259.0088,5508.003887,1.254924672
Peumus_boldus,563.16,5086.557514,0.882663544
Phaeosphaerion,200,5449.717514,1.125640133
Phaseolus_lunatus,441.71525,4337.043101,1.974617795
Phaseolus_vulgaris,325.0837,4231.092261,1.655100793
Phellodendron_amurense,824.56265,8048.684268,1.454820998
Philadelphus_incanus,432.405,6174.017995,1.430830639
Philadelphus_schrenkii,469.034,9617.380145,1.00920095
Philadelphus_sericanthus,302.58,6509.409101,1.148305565
Phillyrea_angustifolia,393.39375,2601.049823,3.228129899
Phillyrea_latifolia,461.4423194,4163.522437,0.979840036
Philodendron,241.3585,59399.73932,0.234214488
Philodendron_× domesticum,239.2416,102853.5419,0.087996756
Philodendron_×corsinianum,195.874,49555.36978,0.172849827
Philodendron_angustisectum,201.6268,67093.12421,0.139905081
Philodendron_bipennifolium,193.8573,58629.67211,0.145365977
Philodendron_bipinnatifidum,422.6911,46680.46481,0.20536234
Philodendron_cordatum,446.6545,95430.62259,0.13331971
Philodendron_crassinervium,321.0453,71829.02685,0.132667368
Philodendron_erubescens,259.48035,72170.13252,0.134012047
Philodendron_hederaceum,476.6262,109795.8539,0.140122824
Philodendron_imbe,224.9208,142632.2221,0.058516821
Philodendron_lacerum,342.7,102116.3164,0.095573595
Philodendron_martianum,247.4172,100457.5173,0.112277407
Philodendron_melanochrysum,277.7427,84039.28934,0.114343338
Philodendron_microstictum,375.4069,131899.7254,0.093709427
Philodendron_ornatum,216.8604,46229.95799,0.147627153
Philodendron_pedatum,195.0208,77747.30188,0.107790685
Philodendron_pinnatifidum,311.3802,60184.68756,0.148736324
Philodendron_squamiferum,255.8682,58706.39595,0.159378189
Philodendron_surinamense,373.248,110002.0279,0.086327212
Phlomis_herba-venti,395.08605,67172.48152,0.132287518
Phlomis_italica,362.4260355,3727.126203,2.093366349
Phlomoides_melanantha,182.405,2983.153721,1.918577292
Phlomoides_tuberosa,236.96645,2671.70138,2.379910407
Phlomoides_umbrosa,237.62,5460.385698,1.216549883
Phoebe,146.1325,2234.238019,2.451571074
Phoenix_dactylifera,714.42,860.3831496,13.96980481
Phoenix_pusilla,321.85,4505.576675,1.697831181
Phoenix_reclinata,450.1016667,3034.94947,4.78257315
Phoenix_roebelenii,569.7864,2471.790377,8.461793151
Photinia_beauverdiana,340.0776,28872.59377,1.072356047
Photinia_bodinieri,200,2598.768542,2.272266777
Photinia_davidiana,295.245,2212.277568,3.081468482
Photinia_glabra,939.9810964,6035.444234,1.147939105
Photinia_hirsuta,440.895,80009.62793,0.070593902
Photinia_parvifolia,753.2338,76693.15739,0.743425905
Photinia_prunifolia,201.4525,2466.043991,2.395360613
Phryma_leptostachya,417.605,12113.72332,0.733325929
Phyla_nodiflora,293.6792,3097.990858,3.593524093
Phyllanthus,242,14043.71429,0.489685256
Phyllanthus_acidus,256.21,5956.637555,0.870462124
Phyllanthus_amarus,219.56,4909.859192,1.173855585
Phyllanthus_asperulatus,32,2613.502646,0.961563774
Phyllanthus_disticha_f._nivosa,220.5,7592,0.854723355
Phyllanthus_emblica,284.77,4778.361313,1.368117467
Phyllanthus_epiphyllanthus,203.36,2892.615232,1.404552664
Phyllanthus_maderaspatensis,264.56,3763.253797,1.512547732
Phyllanthus_pinnatus,310.8,2863.803175,2.018484531
Phyllanthus_reticulatus,220.5,2496.891304,2.457329646
Phyllanthus_rotundifolius,427.36,4781.114622,1.193009763
Phyllanthus_urinaria,203.58,4604.112308,1.014717282
Phyllanthus_virgatus,209.44,3338.570914,1.904692479
Picramnia_macrostachya,171.37,1364.312023,3.968994389
Picrasma_quassioides,418.4836,40972.24488,0.183999675
Pieris_formosa,526.7772,15445.11227,0.348233248
Pieris_japonica,162,1943.263158,2.7187071
Pilea_krugii,264.5,15120.11538,0.475376271
Pilea_microphylla,264.5,6679.944444,1.053141277
Pilea_sinofasciata,235.445,10213.87579,0.660340567
Pileostegia_tomentella,638.65,4311.418871,1.291046626
Pileostegia_viburnoides,715.68,3788.462012,1.540694209
Pilosella_aurantiaca,1708,7063.929825,1.961832047
Pilosella_officinarum,364.5,4378.657995,1.810057952
Pilosella_procera,533.3378,10043.0768,0.981915284
Pimpinella_aurea,214.245,1660.872195,3.510251518
Pimpinella_brachycarpa,452.917525,7484.256289,1.196505571
Pimpinella_tragium,353.78,5995.426349,1.332166479
Pinanga_baviensis,780.125,17670.0595,0.680757898
Piper,200,7375.757576,0.839460438
Piper_amalago,364.5,7098.186567,1.150442373
Piper_amplexifolium,816,21911.27273,0.410021124
Piper_arboreum,114.005,5733.948216,0.821049544
Piper_auritum,24.5,667.5415225,3.216341792
Piper_austrosinense,450,11598.19277,0.791763822
Piper_hispidum,612.5,5037.217514,1.969870232
Piper_marginatum,364.5,23445.02381,0.360586415
Piper_ornatum,629.4152,13455.09184,0.801010606
Piper_pseudolindenii,504,7626.081301,0.726671438
Piqueria_trinervia,515.8472,5231.279237,1.777137747
Piranhea_longipedunculata,208.69,1639.42828,3.499023735
Pistacia_atlantica,432.1273215,2937.856167,2.52318567
Pistacia_lentiscus,375.9224633,3082.952412,1.602341875
Pistacia_weinmanniifolia,141.12,1299.80219,3.707362553
Pisum_sativum,530.048,3522.084396,1.835248228
Pitcairnia,544.5,15328.51587,0.661075095
Pithecellobium_dulce,372.7284,1944.231748,3.351763784
Pithecellobium_oblongum,180.5,1318.750375,4.02972808
Pittosporum_anomalum,1225,3725.49505,1.6185209
Pittosporum_balfourii,800,3137.007874,2.1205387
Pittosporum_bicolor,588,2958.099291,2.101938982
Pittosporum_bracteolatum,588,1257.01845,2.195718395
Pittosporum_cauliflorum,672,2585.32899,2.785242751
Pittosporum_cornifolium,1365,5128.506494,1.458740417
Pittosporum_crassifolium,650,2596.753247,1.873617336
Pittosporum_dallii,1120,3710.917874,1.742224901
Pittosporum_eugenioides,700,3866.210046,1.493406712
Pittosporum_fairchildii,1024,2015.513678,2.410153895
Pittosporum_glabratum,517.44,4088.766257,1.472208894
Pittosporum_hematomallum,1120,2147.973856,2.575462897
Pittosporum_heterophyllum,896,2505.360544,2.315895966
Pittosporum_michiei,896,4917.953488,1.354877912
Pittosporum_napaulense,896,2238.796238,2.512825895
Pittosporum_paniense,504,2535.513678,1.9436984
Pittosporum_patulum,1225,4799.096386,1.330071631
Pittosporum_paumense,1120,1928.780488,2.760626896
Pittosporum_phillyraeoides,870.839025,6696.892603,1.188637358
Pittosporum_phylliraeoidesvar.phylliraeoides,2226,8526.688172,1.276811578
Pittosporum_pullifolium,732.9166667,2864.413897,0.976841585
Pittosporum_ramiflorum,784,1312.436059,3.057562255
Pittosporum_revolutum,800,3916.981132,1.769898443
Pittosporum_rhombifolium,896,1519.458937,3.261159625
Pittosporum_senacia,875,4125,1.907797605
Pittosporum_simsonii,588,2813.360544,2.191383194
Pittosporum_sulcatum,980,1715.41779,3.347631032
Pittosporum_tenuifolium,468.7684,3415.603777,2.051791843
Pittosporum_tobira,797.9787335,2077.304078,2.79355637
Pittosporum_truncatum,1024,4184.333333,1.40653358
Pittosporum_undulatum,420.56,3057.04703,1.83679169
Pittosporum_venulosum,1024,1874.550725,2.527365027
Pittosporum_viridiflorum,553.6992,3365.219719,1.783433774
Placospermum_coriaceum,1965.645,21290.16895,0.857298972
Plagiorhegma_dubium,636.17445,12991.51702,0.832294689
Plantago_asiatica,439.31,6623.630564,1.495937579
Plantago_hawaiensis,571.22,8124.432174,1.493689304
Plantago_indica,440.15445,6134.035281,1.435065155
Plantago_lanceolata,347.8941,3932.30188,1.968115951
Plantago_media,546,3569.226337,1.62096323
Plantago_ovata,369.10445,6819.96816,1.201747079
Plantago_pachyphylla,511.2375,4118.302935,2.003381401
Plantago_princeps,598.825,5411.132326,2.1186309
Platanus_occidentalis,574.6666667,3179.216197,2.498829203
Platanus_orientalis,530.7282,3601.503205,2.507048598
Platea_latifolia,99.405,5039.341146,0.872485575
Platycarya_strobilacea,469.1225,12572.60129,0.921468322
Plectranthus_scutellarioides,456,6636.198582,0.66417719
Pleiocarpa_bicarpellata,300,6456.756757,0.787960915
Pleiocarpa_pycnantha,345.28,4220.930046,1.175791176
Pleiospilos_birchus,144.1602,49855.8398,0.107985138
Pleogyne_australis,504,6538.253521,0.838921498
Pleuranthodendron_lindenii,112.5,2451.602564,1.860168016
Plumeria_rubra,459,1342.801802,4.328383761
Podocarpus_urbanii,423.405,6822.971812,1.276933798
Pogonophora_sagotii,255.38,2244.62,2.874516045
Polemonium_caeruleum,660.05794,9031.209081,1.179832652
Pollia_japonica,768.32,14905.66119,0.795248855
Polyalthia_anomala,139.7792,2950.551156,1.72039302
Polyalthia_cerasoides,250.88,3295.219291,2.008599884
Polyalthia_motleyana,527.4752,9882.685116,0.992098766
Polyalthia_rumphii,155.76125,5942.171551,0.920361371
Polyalthia_suberosa,171.8358521,3610.772844,1.558392245
Polygonatum_biflorum,1512.5,18895.66327,0.856949197
Polygonatum_inflatum,1265.045,17185.1395,0.866889172
Polygonatum_odoratum,1070.438017,11841.25774,0.959854663
Polygonatum_orientale,441.3717605,15252.288,0.601990092
Polygonatum_sibiricum,751.5625,10803.50734,1.066814307
Polygonum_aviculare,605.0525,6948.920753,1.456622849
Polygonum_cognatum,545.8208,8054.110401,1.221634723
Polygonum_divaricatum,253.125,3984.163136,1.688460199
Polygonum_macrophyllum,285.605,3779.43565,1.869516553
Polyosma_cambodiana,435.125,5711.1565,1.526180413
Populus_× canadensis,311.2566667,3990.199786,2.253801169
Populus_alba,278.0616667,2118.773621,4.072289304
Populus_cathayana,363.7705,4733.785918,1.710179982
Populus_deltoides,333.6883333,8567.122574,1.277355911
Populus_deltoides_subsp._monilifera,480,7153.587786,1.366175237
Populus_dilatata,748,2955.703704,2.619359287
Populus_gileadensis,1012.5,7368.324673,3.084364002
Populus_grandidentata,97.7565625,3712.70248,1.221820359
Populus_koreana,469.0902667,3374.938114,2.528962056
Populus_nigra,443.76625,5859.015947,1.607967256
Populus_tremula_var._davidiana,318.6782857,3941.299619,1.862851137
Populus_tremuloides,288.125,6090.427363,1.235262855
Porlieria_angustifolia,162,3396.718861,1.363336942
Portulaca_oleracea,1081.125,48918.875,0.295719018
Portulacaria_afra,206.24805,22888.44017,0.279636673
Posoqueria_latifolia,382.6175352,7913.652718,1.272471003
Potentilla_ancheriana,426.32,2922.641822,2.772483445
Potentilla_glabra,400.445,1974.851912,3.788478597
Potentilla_inclinata,327.68,3087.737193,2.383375725
Potentilla_parvifolia,235.445,1847.888333,3.312053001
Potentilla_recta,312.5,3561.667054,2.051908412
Potentilla_supina,142.805,1506.815587,3.257608904
Potentilla_szovitsii,280.60805,2250.396759,2.97624307
Potentilla_tanacetifolia,128,1964.050209,2.431891451
Potentilla_virgata,359.12,3344.583704,2.300884746
Pothos_repens,259.308,5390.409514,0.788371674
Poulsenia_armata,205.25,1654.311317,3.53940687
Pouteria,234.8125,6694.285106,0.975713771
Pouteria_beaurepairei,248.645,3472.977627,1.905323992
Pouteria_durlandii,312.5,7379.807692,1.033426676
Pouteria_egregia,300.125,3271.303571,2.181325229
Pouteria_guianensis,56.18,1796.70123,1.819091691
Pouteria_jariensis,112.5,3402.438489,1.356968719
Pouteria_reticulata,285.5,5775.515119,1.335081272
Pouteria_retinervis,153.125,4563.856132,1.179696297
Pouteria_stipitata,128.415861,1886.109313,3.023302416
Pouteria_trilocularis,480.5,9519.5,0.98573006
Pouteria_venosa,494.55125,9505.44875,1.000039045
Pouzolzia_zeylanica,242,4966.333333,1.343136701
Prangos_ferulacea,1026.045,18973.955,0.720218899
Premna_barbata,278.2224,77001.5303,0.140757862
Premna_coriacea,340.0496,2314.30088,4.09807703
Premna_herbacea,220.2594,3171.410658,3.882746492
Premna_microphylla,464.7919,57205.33497,0.135139084
Premna_mollissima,266.6298,4429.528742,2.515310236
Premna_resinosa,216.3952,3374.784862,1.632357369
Premna_tomentosa,197.0742,3872.92987,2.572141472
Prenanthes_purpurea,448,21291.13043,0.329674073
Prestoea_acuminata_var._montana,312.5,6830.357143,1.112921035
Primula_bracteata,415.2962,8104.768552,1.075591565
Primula_obconica,1326,19950.59574,0.36582693
Primula_ovalifolia,598.58,5799.372655,1.719615629
Primula_sinensis,2008,19868.15869,0.700682479
Primula_veris,344.9688889,7972.768686,0.925559288
Primula_veris_subsp._macrocalyx,387.8391005,8246.248276,1.025700721
Prinsepia_sinensis,774.21125,10418.98329,1.117858907
Priva_cordifolia,278.2224,3791.78167,1.73754574
Pronaya_fraseri,1050,4213.157895,1.654776721
Prosopis_juliflora,220.5,8870.409091,0.734527883
Prosopis_julifloravar.glandulosa,392,7544.507937,1.121824404
Prosopis_nigra,68.09445,4693.810312,0.779267309
Prosopis_velutina,71.88005,7243.408904,0.521175515
Protea_amplexicaulis,4440.051,18287.22173,0.728856057
Protea_cynaroides,2963.5025,19650.69922,0.919979715
Protea_eximia,807.21,9531.135865,1.009368503
Protea_longifolia,3456,7779.955056,1.42903669
Protea_nitida,756.605,6335.593582,1.744074453
